"target","pos","target_id","context"
"told","v","t:4d0142367a3914b14a9f7bd88047cb69332ca63c","“Nathan,” said Nepthys, “I think that you just did something very stupid.” “I agree,” I told him. The stone was as warm as human flesh now, and there was a sort of glow that might have been light or just the stone’s soft heat, I don’t know."
"took","v","t:2d2b8d1c30a8b1a056336e8c28468a0a58c1d8a1","The latch opened under Nepthys’ left hand with a clack! The door took us to the bottom of a flight of wooden stairs. At the top was one door."
"total","n","t:7f1d26dea59df9f9cbf34e416ff89ede8e0f9aea","Kim: I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62. I am waiting to hear back from Patti on May and June to make sure they are okay with her."
"totally","r","t:b29557cdac3b08e314c3c2948ff924a72ead4f51","They nodded. “Oh, totally,” said the hunchback. “I get that all the time around here.”"
"tried","v","t:f73a8c06028eea4a5f0c1c1925cfc4cd10d5a4b5","He’s sitting right there at the bar!” Dvorov tried to peek through the crowd, but it had shifted again and we couldn’t see a thing. “I don’t think he’s there,” Dvorov shouted to me."
"tried","v","t:17b203e795cbcac68a7df2d90bc43efe63873329","Then I saw the bar on the other side of the crowd and knew where to start looking. I tried to slip along the edge of the crowd. Things with scales and claws kept flailing against me, pressing me into the wall, but I took a breath and kept moving."
"trip","n","t:55a604464059a6ade267fd915152d2496c070152","U.S. Representative Tony Hall arrived in Jordan on Saturday en route to Iraq, where he is expected to look into the plight of Iraqis after nearly 10 years of U.N. trade sanctions. Hall, an Ohio Democrat and one of very few U.S. congressmen to visit Iraq since the 1991 Gulf War over Kuwait, is scheduled to embark Sunday the 12-hour overland trip to the Iraqi capital, Baghdad. He did not speak to reporters in Jordan, but he told The Associated Press before leaving the United States that he hopes to 'separate the humanitarian work from the political issues.'"
"troubles","n","t:27e48f34c1d1971f7259880cd52484f6605e8076","Nepthys quickly answered for me. “Girlfriend troubles. She came down here with someone after a party, and I don’t think it was one of your average pixies.”"
"turn","n","t:68a7c815127e063bc6b3b444e0d9ffb62559e271","A girl’s voice, soft and almost recognizable, spoke, “Nathan.” I felt my head turn and something in my neck reconnected. Then my eyes opened and Amy handed me the hammer and stake."
"turned","v","t:7cb05813232a195024a2b677e6ae851bb3afbb2e","He bashed up a set of stairs set into the side of the wall, and we chased up after him, heading up a huge staircase that seemed to go up for more stories than the building could have held. Luckily, the vampire turned off after three stories. He ran down a hallway and slipped behind one of the doors, but Nepthys was close behind him and left it open for me."
"turned","v","t:1e92d6208ce7ac3a7d937e15ab39c2c56135ad5c","Then my eyes opened and Amy handed me the hammer and stake. I stood and turned toward the altar. The vampire was walking just steps ahead of me."
"vein","n","t:f86ffab8bf6b33d2084dda39ea625b9e48467d36","But since it's the middle of summer, I am adding fresh corn to it' -- plus a dollop of caviar for good measure. In the same vein, Gras is tweaking her salade nicoise, and Jeanminette is adapting her mousse au chocolat to become a spectacular six-layer pecan marjolaine. He could hardly go wrong."
"very","r","t:3c07d4d483df19d64cfd45db75a3d87161f3ff83","“I …I noticed him from across the room when I was looking around for Rachel. He was standing right in front of some blue lights, so I couldn’t see him very well, but I noticed the way that the light set off his pale skin. It almost looked like the light bent around him without actually touching him directly."
"very","r","t:fd68247b46f02e8ce3a172138ace4dde76cb1035","“Mountain ash,” said Nepthys. “That was very kind of her.” Closing the box, he paused beside the open door and looked back at me."
"very","r","t:b24785af77685cc2f44835b20103d520d6ce5120","“Thanks. It’s very reassuring that I’ll not only be an outsider but a curiosity.” “Nathan, you told me five minutes ago that you would do anything to help Rachel."
"wait","v","t:ccd85f9a3e00a91be22b33db2b0a3c1c4e3c6610","She took us downstairs to a small room behind a red silk draping. There was a wooden chair, where she sat me down and asked me to wait. Soon, she came back with a lidded ceramic bowl, which she put on the table beside me."
"waiting","v","t:6b49ffa68775e29079b71d1ddeda15aafdcf9d79","At least the barber hadn’t nicked me. Madame Entera took me back up to the stone’s room, where Nepthys was waiting by the door. “Be careful you don’t let him touch it until you’re ready to use it,” the woman admonished Nepthys as she slipped the stone into a grey cloth pouch and handed it to him."
"walk","v","t:234eff22ec7c65add210da885ff36f0e6a77cc28","Well, we don’t get many customers asking about that item. Please, walk this way.” She led us past the silks and through an arch decorated with pictures of wooden ships and what looked like African tribesmen."
"walking","v","t:5e94d05436ed89fedd04019efbb518d26e9ea650","I stood and turned toward the altar. The vampire was walking just steps ahead of me. I stepped up behind him and raised my hands, which almost seemed to be glowing."
"want","v","t:4fc9e4bfd128983951663f3902d47d780d2ef1b9","“Baby, let’s go. It’s been over a week, and I want to dance. Let’s go together, you know you’ll have fun once you get into it.”"
"way","n","t:e31aab934f78e48f852a886e149771b8a9528476","It flashed in the strobe where it wasn’t streaked with Dvorov’s blood. “He wasn’t the only one with a secret or two,” he said by way of explanation. “You spotted our boy, didn’t you?"
"way","n","t:6c2fb33b007b07bdf3e8b0f3a4115174516a3f3e","“Just at this corner,” he said, interrupting my immanent panic attack, “we’re going to stop and turn three times widdersh – er, counterclockwise, then face east. East is that way.” He pointed at the wall to our right."
"went","v","t:fcff10be70d7ef06fd8f58161117c39921b77ecf","Karnes handed out bunk assignments, choosing the mess officer, Chuck Perry, to share his tent. Karnes had his own Jeep, and went to the beach and to evening movies shown by other units as often as he could. But at the movies, he had to remove the distributor cap on his Jeep so the vehicle wouldn't be stolen, perhaps by jealous airmen who resented the 509th."
"wisdom","n","t:c12e2ca5eb503f5ac593b23709cb15439bbea362","list> Words of wisdom Julia Child doesn't have much use for fads and trends -- never has."
"wishful","a","t:8db9a7585d49a36b7c4c171e03e29092703ec1ad","“I don’t think he’s there,” Dvorov shouted to me. “It must have been wishful thinking.” “No, I saw him!"
"wood","n","t:2313b8897a413619a9d8ca6758d1f4d95bfef384","Nepthys caught up with us after a minute and walked silently to the end of the hall. When we got there, another pale servant was waiting for us with a box of dark stained wood. He offered it to Nepthys, who opened the box: on velvet lining, a wooden hammer and two stakes."
"working","v","t:e5d42d07e5dda6382a3e1f967f2ca119c5b6a404","Subject: RE: City of Pasadena Thanks you so much for working on these as fast as you have - there was a priority in getting them out. However, as you know, the less cash outlay that we have right now the better."
"world","n","t:d15e3e2edbd48d682c4557baab6fdb3af0b1d8d3","The second mobster said the French pair had 'only three judges,' and of the two judges they needed to win the gold medal 'one is ours, and the other our friends will give them.' Their concern for lining up more votes than they thought the Italian ice dancers had may stem from the Italian team's defeat of Anissina and Peizerat in the 2001 world championships. But they seemed pleased that the Russian pair's victory was achieved with the French judge's vote."
"world","n","t:0c86704fc82be6b7e6550e028c718a6494cb05da","“The only place with any significant interaction between our worlds is on the fringes of yours. Love-ins, raves, gatherings where society is put on hold and humans open themselves to emotion: that is where entities from this world tend to go when they cross over, and that is where Rachel met someone from this world. Those of us who live permanently in this world tend to set up in places like this, where the human population is so overwhelming that they won’t be noticed in the right corner, with the right protective spells.”"
"worry","v","t:0c7d56f227e8316080e8c10775a7caee1c6180b6","I’m just fine. Really, don’t worry about me.” “Nathan Spencer, I offer you help."
"writes","v","t:43b6071463f5ddf910704486f1ee7bb3ae725e7b","In his heart, he holds the unshakable conviction that the mission he helped organize saved America from disaster. Denise Gamino writes for the Austin (Texas) American-Statesman."
"wrong","a","t:a8b21af7df07196c70c8dd4831d63990da8c0126","In the same vein, Gras is tweaking her salade nicoise, and Jeanminette is adapting her mousse au chocolat to become a spectacular six-layer pecan marjolaine. He could hardly go wrong. When Child was asked some years back what she would order for her last meal, she ended the list with 'something chocolate for dessert.'"
"zone","n","t:4cfdc78faf79a4b795a66ca5fb4be30191ea133b","He said companies engaged in e-commerce would be able to set up offices, employ staff and own equipment in the open zone, including fully-owned foreign companies. The e-commerce free zone is situated in north Dubai, near the industrial free zone in Jebel Ali, the top regional and tenth international leading area in container transit. The inauguration of Dubai Internet City coincides with the opening of an annual IT show in Dubai, the Gulf Information Technology Exhibition (Gitex), the biggest in the Middle East."
